Leader,Follower,Target,Source,Weight,Id
58同城,58同城,3005682,3005682,1,30056823005682
58同城,58同城,3005682,3005682,27,30056823005682
58同城,SIG海纳亚洲创投基金,3005682,1393215,1,30056821393215
58同城,光速中国,3005682,1393242,1,30056821393242
58同城,前海母基金,3005682,1395704,1,30056821395704
58同城,平安创投,3005682,1394605,1,30056821394605
58同城,弘道资本,3005682,1395624,1,30056821395624
58同城,梅花创投,3005682,1393349,1,30056821393349
58同城,经纬中国,3005682,1393268,1,30056821393268
58同城,腾讯投资,3005682,1393533,1,30056821393533
58同城,险峰（K2VC）,3005682,1393398,1,30056821393398
CBC宽带资本,CBC宽带资本,1393305,1393305,32,13933051393305
CBC宽带资本,DFJ德丰杰中国基金,1393305,1401365,1,13933051401365
CBC宽带资本,IDG资本,1393305,1393211,4,13933051393211
CBC宽带资本,SIG海纳亚洲创投基金,1393305,1393215,1,13933051393215
CBC宽带资本,七匹狼创投,1393305,3017480,1,13933053017480
CBC宽带资本,中关村发展集团,1393305,3536155,1,13933053536155
CBC宽带资本,中金公司,1393305,1393854,2,13933051393854
CBC宽带资本,九合创投,1393305,1393422,2,13933051393422
CBC宽带资本,云启资本,1393305,1393357,2,13933051393357
CBC宽带资本,创新工场,1393305,1393329,1,13933051393329
CBC宽带资本,千骥资本,1393305,1508357,1,13933051508357
CBC宽带资本,华兴新经济基金,1393305,1397167,1,13933051397167
CBC宽带资本,华创资本,1393305,1393344,1,13933051393344
CBC宽带资本,同创伟业,1393305,1393679,1,13933051393679
CBC宽带资本,君联资本,1393305,1166539,1,13933051166539
CBC宽带资本,启明创投,1393305,1393222,1,13933051393222
CBC宽带资本,晨兴资本,1393305,1396163,1,13933051396163
CBC宽带资本,极客帮创投,1393305,1394565,1,13933051394565
CBC宽带资本,海通开元,1393305,1397861,1,13933051397861
CBC宽带资本,湖畔山南资本,1393305,1393800,1,13933051393800
CBC宽带资本,真格基金,1393305,1393333,1,13933051393333
CBC宽带资本,祥峰投资,1393305,1393326,1,13933051393326
CBC宽带资本,红杉资本中国基金,1393305,1393213,3,13933051393213
CBC宽带资本,红点创投,1393305,1393244,1,13933051393244
CBC宽带资本,线性资本,1393305,1393345,1,13933051393345
CBC宽带资本,经纬中国,1393305,1393268,2,13933051393268
CBC宽带资本,联创永宣,1393305,1394692,2,13933051394692
CBC宽带资本,腾讯投资,1393305,1393533,1,13933051393533
CBC宽带资本,英特尔资本,1393305,1393228,1,13933051393228
CBC宽带资本,阿里巴巴,1393305,1564704,2,13933051564704
CBC宽带资本,顺为资本,1393305,1393334,1,13933051393334
CBC宽带资本,高榕资本,1393305,1393358,1,13933051393358
DCM中国,DCM中国,1393235,1393235,22,13932351393235
DCM中国,GGV纪源资本,1393235,1393232,1,13932351393232
DCM中国,IDG资本,1393235,1393211,6,13932351393211
DCM中国,SIG海纳亚洲创投基金,1393235,1393215,4,13932351393215
DCM中国,九合创投,1393235,1393422,2,13932351393422
DCM中国,云启资本,1393235,1393357,1,13932351393357
DCM中国,光信资本,1393235,1393471,1,13932351393471
DCM中国,凯鹏华盈,1393235,3006160,1,13932353006160
DCM中国,北极光创投,1393235,1393218,1,13932351393218
DCM中国,华兴资本,1393235,1191486,1,13932351191486
DCM中国,华创资本,1393235,1393344,1,13932351393344
DCM中国,原子创投,1393235,1393549,1,13932351393549
DCM中国,合力投资,1393235,1395652,1,13932351395652
DCM中国,同创伟业,1393235,1393679,1,13932351393679
DCM中国,君联资本,1393235,1166539,4,13932351166539
DCM中国,启明创投,1393235,1393222,2,13932351393222
DCM中国,微光创投,1393235,1401432,1,13932351401432
DCM中国,星河互联,1393235,1153999,1,13932351153999
DCM中国,春晓资本（停止运营）,1393235,1393683,1,13932351393683
DCM中国,晨兴资本,1393235,1396163,1,13932351396163
DCM中国,淡马锡,1393235,1394636,1,13932351394636
DCM中国,源码资本,1393235,1393347,1,13932351393347
DCM中国,真格基金,1393235,1393333,3,13932351393333
DCM中国,磐谷创投,1393235,1393724,1,13932351393724
DCM中国,祥峰投资,1393235,1393326,1,13932351393326
DCM中国,红杉资本中国基金,1393235,1393213,3,13932351393213
DCM中国,经纬中国,1393235,1393268,4,13932351393268
DCM中国,美团点评,1393235,1131713,1,13932351131713
DCM中国,蓝驰创投,1393235,1393248,1,13932351393248
DCM中国,贝塔斯曼亚洲投资基金,1393235,1395890,2,13932351395890
DCM中国,金沙江创投,1393235,1393226,2,13932351393226
DCM中国,零一创投,1393235,1394619,1,13932351394619
DCM中国,顺为资本,1393235,1393334,3,13932351393334
DFJ德丰杰中国基金,DFJ德丰杰中国基金,1401365,1401365,14,14013651401365
DFJ德丰杰中国基金,凯鹏华盈,1401365,3006160,1,14013653006160
DFJ德丰杰中国基金,天星资本,1401365,3210166,1,14013653210166
DFJ德丰杰中国基金,朗玛峰创投,1401365,1393578,1,14013651393578
DFJ德丰杰中国基金,达晨创投,1401365,1393234,1,14013651393234
GGV纪源资本,GGV纪源资本,1393232,1393232,29,13932321393232
GGV纪源资本,IDG资本,1393232,1393211,4,13932321393211
GGV纪源资本,SIG海纳亚洲创投基金,1393232,1393215,4,13932321393215
GGV纪源资本,不惑创投,1393232,1395806,1,13932321395806
GGV纪源资本,云启资本,1393232,1393357,1,13932321393357
GGV纪源资本,信中利资本,1393232,1393550,1,13932321393550
GGV纪源资本,光速中国,1393232,1393242,2,13932321393242
GGV纪源资本,北极光创投,1393232,1393218,1,13932321393218
GGV纪源资本,华创资本,1393232,1393344,1,13932321393344
GGV纪源资本,华平投资,1393232,1396059,1,13932321396059
GGV纪源资本,君联资本,1393232,1166539,1,13932321166539
GGV纪源资本,启明创投,1393232,1393222,6,13932321393222
GGV纪源资本,峰瑞资本,1393232,1394626,1,13932321394626
GGV纪源资本,德同资本,1393232,1393220,1,13932321393220
GGV纪源资本,心元资本,1393232,1393430,1,13932321393430
GGV纪源资本,成为资本,1393232,1393442,1,13932321393442
GGV纪源资本,新东方,1393232,1131269,2,13932321131269
GGV纪源资本,昆仲资本,1393232,1395509,2,13932321395509
GGV纪源资本,晨兴资本,1393232,1396163,4,13932321396163
GGV纪源资本,普华资本,1393232,1394150,1,13932321394150
GGV纪源资本,源码资本,1393232,1393347,3,13932321393347
GGV纪源资本,百度风投,1393232,3006448,1,13932323006448
GGV纪源资本,真格基金,1393232,1393333,7,13932321393333
GGV纪源资本,祥峰投资,1393232,1393326,1,13932321393326
GGV纪源资本,红杉资本中国基金,1393232,1393213,4,13932321393213
GGV纪源资本,经纬中国,1393232,1393268,3,13932321393268
GGV纪源资本,腾讯投资,1393232,1393533,1,13932321393533
GGV纪源资本,英特尔资本,1393232,1393228,1,13932321393228
GGV纪源资本,蓝驰创投,1393232,1393248,1,13932321393248
GGV纪源资本,金沙江创投,1393232,1393226,1,13932321393226
GGV纪源资本,金石投资,1393232,1395917,1,13932321395917
GGV纪源资本,险峰（K2VC）,1393232,1393398,3,13932321393398
GGV纪源资本,顺为资本,1393232,1393334,3,13932321393334
GGV纪源资本,高瓴资本,1393232,1393343,1,13932321393343
GGV纪源资本,鼎晖投资,1393232,1393216,1,13932321393216
IDG资本,58同城,1393211,3005682,1,13932113005682
IDG资本,IDG资本,1393211,1393211,244,13932111393211
IDG资本,PreAngel,1393211,1393421,1,13932111393421
IDG资本,SIG海纳亚洲创投基金,1393211,1393215,1,13932111393215
IDG资本,StarVC,1393211,1402133,2,13932111402133
IDG资本,TCL创投,1393211,1401488,1,13932111401488
IDG资本,不惑创投,1393211,1395806,2,13932111395806
IDG资本,东方富海,1393211,3222174,1,13932113222174
IDG资本,东方明珠,1393211,1397860,1,13932111397860
IDG资本,东方证券,1393211,1397826,1,13932111397826
IDG资本,丰厚资本,1393211,1394549,1,13932111394549
IDG资本,丹华资本,1393211,1395813,1,13932111395813
IDG资本,乐搏资本,1393211,1393541,1,13932111393541
IDG资本,九合创投,1393211,1393422,1,13932111393422
IDG资本,云启资本,1393211,1393357,4,13932111393357
IDG资本,云锋基金,1393211,1393477,1,13932111393477
IDG资本,优势资本,1393211,1393297,1,13932111393297
IDG资本,元璟资本,1393211,1394683,6,13932111394683
IDG资本,元生创投,1393211,1394816,1,13932111394816
IDG资本,光大控股,1393211,1399418,4,13932111399418
IDG资本,光速中国,1393211,1393242,2,13932111393242
IDG资本,凯辉基金,1393211,1409337,1,13932111409337
IDG资本,凯鹏华盈,1393211,3006160,4,13932113006160
IDG资本,创东方投资,1393211,1395970,1,13932111395970
IDG资本,创享投资,1393211,1395975,1,13932111395975
IDG资本,创新工场,1393211,1393329,4,13932111393329
IDG资本,前海母基金,1393211,1395704,1,13932111395704
IDG资本,北极光创投,1393211,1393218,5,13932111393218
IDG资本,千骥资本,1393211,1508357,1,13932111508357
IDG资本,华兴资本,1393211,1191486,1,13932111191486
IDG资本,华创资本,1393211,1393344,8,13932111393344
IDG资本,华平投资,1393211,1396059,1,13932111396059
IDG资本,华睿投资,1393211,3536410,1,13932113536410
IDG资本,华软投资,1393211,3536408,2,13932113536408
IDG资本,合力投资,1393211,1395652,1,13932111395652
IDG资本,同创伟业,1393211,1393679,1,13932111393679
IDG资本,君联资本,1393211,1166539,3,13932111166539
IDG资本,启明创投,1393211,1393222,6,13932111393222
IDG资本,和君资本,1393211,1394320,1,13932111394320
IDG资本,国科嘉和,1393211,1394153,2,13932111394153
IDG资本,天使湾创投,1393211,1393423,1,13932111393423
IDG资本,天图投资,1393211,1393650,2,13932111393650
IDG资本,天风天睿,1393211,1398062,1,13932111398062
IDG资本,好未来战略投资部,1393211,1151722,1,13932111151722
IDG资本,小米科技,1393211,1564729,2,13932111564729
IDG资本,峰瑞资本,1393211,1394626,4,13932111394626
IDG资本,平安创投,1393211,1394605,3,13932111394605
IDG资本,弘晖资本,1393211,1393846,1,13932111393846
IDG资本,德同资本,1393211,1393220,1,13932111393220
IDG资本,成为资本,1393211,1393442,1,13932111393442
IDG资本,成都高投,1393211,1401101,1,13932111401101
IDG资本,挚信资本,1393211,1393420,5,13932111393420
IDG资本,新浪微博基金,1393211,1393564,1,13932111393564
IDG资本,晨兴资本,1393211,1396163,8,13932111396163
IDG资本,普华资本,1393211,1394150,1,13932111394150
IDG资本,普思资本,1393211,3017450,1,13932113017450
IDG资本,景林投资,1393211,1394555,2,13932111394555
IDG资本,松禾资本,1393211,1393267,1,13932111393267
IDG资本,极客帮创投,1393211,1394565,1,13932111394565
IDG资本,汉能投资,1393211,1394514,1,13932111394514
IDG资本,浙数文化,1393211,1403212,1,13932111403212
IDG资本,海通开元,1393211,1397861,1,13932111397861
IDG资本,淡马锡,1393211,1394636,1,13932111394636
IDG资本,深创投,1393211,1393212,3,13932111393212
IDG资本,清科创投,1393211,3600114,3,13932113600114
IDG资本,湖畔山南资本,1393211,1393800,2,13932111393800
IDG资本,源码资本,1393211,1393347,1,13932111393347
IDG资本,火山石资本,1393211,1395276,1,13932111395276
IDG资本,百度投资并购部,1393211,1393538,1,13932111393538
IDG资本,盈峰资本,1393211,1403911,1,13932111403911
IDG资本,盛大集团,1393211,1166501,1,13932111166501
IDG资本,盛景嘉成,1393211,1398231,3,13932111398231
IDG资本,真格基金,1393211,1393333,7,13932111393333
IDG资本,真顺基金,1393211,1394540,1,13932111394540
IDG资本,红杉资本中国基金,1393211,1393213,3,13932111393213
IDG资本,红点创投,1393211,1393244,1,13932111393244
IDG资本,线性资本,1393211,1393345,2,13932111393345
IDG资本,经纬中国,1393211,1393268,7,13932111393268
IDG资本,网易资本,1393211,1397231,1,13932111397231
IDG资本,联创永宣,1393211,1394692,1,13932111394692
IDG资本,英诺天使基金,1393211,1393598,1,13932111393598
IDG资本,贝塔斯曼亚洲投资基金,1393211,1395890,2,13932111395890
IDG资本,赛富投资基金,1393211,1393266,5,13932111393266
IDG资本,软银中国,1393211,1393210,1,13932111393210
IDG资本,辰海资本,1393211,1409175,1,13932111409175
IDG资本,达晨创投,1393211,1393234,2,13932111393234
IDG资本,道生投资,1393211,1394681,1,13932111394681
IDG资本,金沙江创投,1393211,1393226,4,13932111393226
IDG资本,金茂投资,1393211,3536499,1,13932113536499
IDG资本,阿米巴资本,1393211,1408382,1,13932111408382
IDG资本,险峰（K2VC）,1393211,1393398,3,13932111393398
IDG资本,青松基金,1393211,1393476,1,13932111393476
IDG资本,青橙资本,1393211,3005608,1,13932113005608
IDG资本,顺丰控股,1393211,3233582,1,13932113233582
IDG资本,顺为资本,1393211,1393334,1,13932111393334
IDG资本,高榕资本,1393211,1393358,6,13932111393358
IDG资本,高瓴资本,1393211,1393343,2,13932111393343
IDG资本,鼎晖投资,1393211,1393216,1,13932111393216
IDH创展谷,IDH创展谷,1402606,1402606,19,14026061402606
IDH创展谷,赛马资本,1402606,1393495,1,14026061393495
Plug and Play Ch...,Plug and Play Ch...,1408321,1408321,22,14083211408321
PreAngel,PreAngel,1393421,1393421,56,13934211393421
PreAngel,丰厚资本,1393421,1394549,1,13934211394549
PreAngel,伽利略资本,1393421,1401030,1,13934211401030
PreAngel,创新谷Innovalley,1393421,1396005,1,13934211396005
PreAngel,喔赢资本,1393421,1403393,3,13934211403393
PreAngel,天使投资人薛蛮子,1393421,3019771,3,13934213019771
PreAngel,戈壁创投,1393421,1393240,1,13934211393240
PreAngel,明势资本,1393421,1393449,1,13934211393449
PreAngel,朗玛峰创投,1393421,1393578,1,13934211393578
PreAngel,清科创投,1393421,3600114,1,13934213600114
PreAngel,英诺天使基金,1393421,1393598,1,13934211393598
PreAngel,荷多资本,1393421,1395394,1,13934211395394
PreAngel,隆领投资,1393421,3536857,1,13934213536857
SIG海纳亚洲创投基金,DCM中国,1393215,1393235,1,13932151393235
SIG海纳亚洲创投基金,GGV纪源资本,1393215,1393232,5,13932151393232
SIG海纳亚洲创投基金,IDG资本,1393215,1393211,5,13932151393211
SIG海纳亚洲创投基金,SIG海纳亚洲创投基金,1393215,1393215,64,13932151393215
SIG海纳亚洲创投基金,东方富海,1393215,3222174,1,13932153222174
SIG海纳亚洲创投基金,中路资本,1393215,1395888,1,13932151395888
SIG海纳亚洲创投基金,优势资本,1393215,1393297,1,13932151393297
SIG海纳亚洲创投基金,元璟资本,1393215,1394683,1,13932151394683
SIG海纳亚洲创投基金,凯鹏华盈,1393215,3006160,1,13932153006160
SIG海纳亚洲创投基金,创新工场,1393215,1393329,1,13932151393329
SIG海纳亚洲创投基金,北极光创投,1393215,1393218,3,13932151393218
SIG海纳亚洲创投基金,华兴资本,1393215,1191486,1,13932151191486
SIG海纳亚洲创投基金,华映资本,1393215,1393539,2,13932151393539
SIG海纳亚洲创投基金,君联资本,1393215,1166539,1,13932151166539
SIG海纳亚洲创投基金,启明创投,1393215,1393222,2,13932151393222
SIG海纳亚洲创投基金,戈壁创投,1393215,1393240,1,13932151393240
SIG海纳亚洲创投基金,易车网,1393215,1393444,1,13932151393444
SIG海纳亚洲创投基金,晨兴资本,1393215,1396163,3,13932151396163
SIG海纳亚洲创投基金,清流资本,1393215,1393351,5,13932151393351
SIG海纳亚洲创投基金,清科创投,1393215,3600114,2,13932153600114
SIG海纳亚洲创投基金,源码资本,1393215,1393347,1,13932151393347
SIG海纳亚洲创投基金,真格基金,1393215,1393333,3,13932151393333
SIG海纳亚洲创投基金,祥峰投资,1393215,1393326,1,13932151393326
SIG海纳亚洲创投基金,红杉资本中国基金,1393215,1393213,1,13932151393213
SIG海纳亚洲创投基金,红点创投,1393215,1393244,3,13932151393244
SIG海纳亚洲创投基金,经纬中国,1393215,1393268,3,13932151393268
SIG海纳亚洲创投基金,翊翎资本,1393215,1395530,1,13932151395530
SIG海纳亚洲创投基金,蓝驰创投,1393215,1393248,5,13932151393248
SIG海纳亚洲创投基金,贝塔斯曼亚洲投资基金,1393215,1395890,1,13932151395890
SIG海纳亚洲创投基金,软银中国,1393215,1393210,2,13932151393210
SIG海纳亚洲创投基金,金沙江创投,1393215,1393226,2,13932151393226
SIG海纳亚洲创投基金,银河系创投,1393215,1504009,1,13932151504009
SIG海纳亚洲创投基金,险峰（K2VC）,1393215,1393398,4,13932151393398
SIG海纳亚洲创投基金,零一创投,1393215,1394619,2,13932151394619
StarVC,StarVC,1402133,1402133,13,14021331402133
StarVC,北极光创投,1402133,1393218,1,14021331393218
StarVC,山行资本,1402133,1394880,1,14021331394880
StarVC,峰瑞资本,1402133,1394626,1,14021331394626
StarVC,盈信资本,1402133,1395515,1,14021331395515
StarVC,青松基金,1402133,1393476,2,14021331393476
StarVC,青锐创投,1402133,1394833,1,14021331394833
TCL创投,TCL创投,1401488,1401488,29,14014881401488
TCL创投,中兴合创,1401488,1394536,1,14014881394536
TCL创投,国家集成电路产业投资基金,1401488,1395365,1,14014881395365
TCL创投,招银国际资本,1401488,1404731,1,14014881404731
TCL创投,达晨创投,1401488,1393234,1,14014881393234
一创投资,一创投资,1408319,1408319,11,14083191408319
一创投资,东兴证券,1408319,3107961,1,14083193107961
一创投资,华泰证券,1408319,1397168,1,14083191397168
一创投资,广发证券,1408319,3234855,1,14083193234855
七匹狼创投,七匹狼创投,3017480,3017480,19,30174803017480
七匹狼创投,天使湾创投,3017480,1393423,1,30174801393423
七匹狼创投,鼎兴量子,3017480,1400620,1,30174801400620
上投摩根,上投摩根,3018903,3018903,24,30189033018903
上投摩根,中信证券,3018903,3107296,1,30189033107296
上投摩根,中国人寿,3018903,1397109,4,30189031397109
上投摩根,兴业证券,3018903,3230293,1,30189033230293
上海久奕投资管理有限公司,上海久奕投资管理有限公司,1394713,1394713,19,13947131394713
上海久奕投资管理有限公司,亚商资本,1394713,1393554,1,13947131393554
上海久奕投资管理有限公司,优势资本,1394713,1393297,1,13947131393297
上海久奕投资管理有限公司,国投创新,1394713,3536341,1,13947133536341
上海久奕投资管理有限公司,联创永宣,1394713,1394692,1,13947131394692
上海乐奕创业投资中心(有限合伙),上海乐奕创业投资中心(有限合伙),1394680,1394680,27,13946801394680
上海伯藜投资管理有限公司,DFJ德丰杰中国基金,1393836,1401365,2,13938361401365
上海伯藜投资管理有限公司,上海伯藜投资管理有限公司,1393836,1393836,12,13938361393836
上海伯藜投资管理有限公司,尚势资本,1393836,1395419,1,13938361395419
上海伯藜投资管理有限公司,明势资本,1393836,1393449,2,13938361393449
上海伯藜投资管理有限公司,紫金科创,1393836,1395545,1,13938361395545
上海伯藜投资管理有限公司,达泰资本,1393836,1393531,1,13938361393531
上海伯藜投资管理有限公司,飞马旅,1393836,1393734,1,13938361393734
上海创业接力基金,上海创业接力基金,1396003,1396003,25,13960031396003
上海创丰创业投资管理有限公司,上海创丰创业投资管理有限公司,1393469,1393469,28,13934691393469
上海创丰创业投资管理有限公司,信天创投,1393469,1393523,1,13934691393523
上海创丰创业投资管理有限公司,德同资本,1393469,1393220,1,13934691393220
上海联和投资,上海联和投资,1395666,1395666,24,13956661395666
上海联和投资,中国宝武,1395666,3008187,1,13956663008187
上海联和投资,中航信托,1395666,1398118,1,13956661398118
上海联和投资,国投集团,1395666,1395544,1,13956661395544
上海联和投资,联新资本,1395666,1402223,1,13956661402223
不惑创投,不惑创投,1395806,1395806,17,13958061395806
不惑创投,梅花创投,1395806,1393349,1,13958061393349
不惑创投,真格基金,1395806,1393333,1,13958061393333
不惑创投,真顺基金,1395806,1394540,1,13958061394540
不惑创投,阿米巴资本,1395806,1408382,1,13958061408382
东兴证券,东兴证券,3107961,3107961,12,31079613107961
东兴证券,国信证券,3107961,3532908,1,31079613532908
东兴证券,天风证券,3107961,1192027,2,31079611192027
东兴证券,广发证券,3107961,3234855,2,31079613234855
东兴证券,招商证券,3107961,1400569,1,31079611400569
东兴证券,西部资本,3107961,3536758,1,31079613536758
东北证券,东兴证券,3235252,3107961,1,32352523107961
东北证券,东北证券,3235252,3235252,24,32352523235252
东北证券,东方证券,3235252,1397826,1,32352521397826
东北证券,中信证券,3235252,3107296,1,32352523107296
东北证券,光大证券,3235252,3236662,1,32352523236662
东北证券,天风证券,3235252,1192027,1,32352521192027
东北证券,建设银行,3235252,1395357,1,32352521395357
东北证券,拙朴投资,3235252,1401537,1,32352521401537
东北证券,招商证券,3235252,1400569,2,32352521400569
东北证券,申万宏源证券,3235252,3536658,1,32352523536658
东北证券,长江证券,3235252,1163093,1,32352521163093
东吴证券,一创投资,3107430,1408319,1,31074301408319
东吴证券,东吴证券,3107430,3107430,17,31074303107430
东吴证券,兴业证券,3107430,3230293,1,31074303230293
东吴证券,华泰证券,3107430,1397168,1,31074301397168
东吴证券,国泰君安,3107430,3118463,1,31074303118463
东吴证券,国金证券,3107430,1399534,1,31074301399534
东吴证券,天星资本,3107430,3210166,1,31074303210166
东方富海,IDG资本,3222174,1393211,1,32221741393211
东方富海,东方富海,3222174,3222174,126,32221743222174
东方富海,中关村发展集团,3222174,3536155,1,32221743536155
东方富海,中兴创投,3222174,1397158,1,32221741397158
东方富海,丰厚资本,3222174,1394549,2,32221741394549
东方富海,九鼎投资,3222174,3292610,1,32221743292610
东方富海,伽利略资本,3222174,1401030,1,32221741401030
东方富海,元禾原点,3222174,1394781,1,32221741394781
东方富海,元禾控股,3222174,3024195,2,32221743024195
东方富海,光大证券,3222174,3236662,1,32221743236662
东方富海,光谷人才基金,3222174,1395657,1,32221741395657
东方富海,前海母基金,3222174,1395704,3,32221741395704
东方富海,北极光创投,3222174,1393218,1,32221741393218
东方富海,北软天使基金,3222174,1394520,1,32221741394520
东方富海,十维资本,3222174,1400444,1,32221741400444
东方富海,华兴创投,3222174,1402050,1,32221741402050
东方富海,华兴资本,3222174,1191486,1,32221741191486
东方富海,华软资本,3222174,3275476,1,32221743275476
东方富海,同创伟业,3222174,1393679,2,32221741393679
东方富海,君盛投资,3222174,1396488,1,32221741396488
东方富海,启明创投,3222174,1393222,1,32221741393222
东方富海,启赋资本,3222174,1393348,1,32221741393348
东方富海,和君资本,3222174,1394320,1,32221741394320
东方富海,坚果资本,3222174,1403403,1,32221741403403
东方富海,天星资本,3222174,3210166,1,32221743210166
东方富海,富坤创投,3222174,3010876,1,32221743010876
东方富海,峰瑞资本,3222174,1394626,1,32221741394626
东方富海,常春藤资本,3222174,1393474,1,32221741393474
东方富海,广发信德,3222174,1394008,2,32221741394008
东方富海,弘道资本,3222174,1395624,1,32221741395624
东方富海,微光创投,3222174,1401432,1,32221741401432
东方富海,昆仑万维,3222174,1136909,2,32221741136909
东方富海,暾澜投资,3222174,1394063,1,32221741394063
东方富海,松禾资本,3222174,1393267,2,32221741393267
东方富海,泰达科投,3222174,1395575,1,32221741395575
东方富海,浙商创投,3222174,1407911,3,32221741407911
东方富海,清控银杏,3222174,1395215,1,32221741395215
东方富海,用友幸福投资,3222174,3024106,2,32221743024106
东方富海,盈动资本,3222174,1510218,2,32221741510218
东方富海,盛景嘉成,3222174,1398231,3,32221741398231
东方富海,真格基金,3222174,1393333,1,32221741393333
东方富海,纽信创投,3222174,1393543,1,32221741393543
东方富海,经纬中国,3222174,1393268,3,32221741393268
东方富海,美团点评,3222174,1131713,1,32221741131713
东方富海,英诺天使基金,3222174,1393598,3,32221741393598
东方富海,达晨创投,3222174,1393234,2,32221741393234
东方富海,达泰资本,3222174,1393531,1,32221741393531
东方富海,邦明资本,3222174,1399134,1,32221741399134
东方富海,银河系创投,3222174,1504009,1,32221741504009
东方富海,长策投资,3222174,1403262,1,32221741403262
东方富海,青橙资本,3222174,3005608,2,32221743005608
东方富海,顺丰控股,3222174,3233582,1,32221743233582
东方富海,领汇投资,3222174,1395547,1,32221741395547
东方富海,飞马旅,3222174,1393734,1,32221741393734
东方明珠,东方明珠,1397860,1397860,23,13978601397860
东方明珠,海通创意资本,1397860,1393450,1,13978601393450
东方汇富,IDG资本,1395928,1393211,1,13959281393211
东方汇富,上海创丰创业投资管理有限公司,1395928,1393469,1,13959281393469
东方汇富,东方汇富,1395928,1395928,17,13959281395928
东方汇富,国发创投,1395928,1400322,1,13959281400322
东方汇富,国泰君安,1395928,3118463,1,13959283118463
东方证券,东兴证券,1397826,3107961,1,13978263107961
东方证券,东北证券,1397826,3235252,2,13978263235252
东方证券,东吴证券,1397826,3107430,1,13978263107430
东方证券,东方证券,1397826,1397826,69,13978261397826
东方证券,中信产业基金,1397826,1396532,1,13978261396532
东方证券,中信证券,1397826,3107296,1,13978263107296
东方证券,中国风险投资,1397826,1399262,1,13978261399262
东方证券,中金公司,1397826,1393854,2,13978261393854
东方证券,光大证券,1397826,3236662,1,13978263236662
东方证券,光大资本,1397826,1399071,2,13978261399071
东方证券,兴业证券,1397826,3230293,2,13978263230293
东方证券,力鼎投资,1397826,1393660,1,13978261393660
东方证券,华安证券,1397826,1175663,1,13978261175663
东方证券,国信弘盛,1397826,1400711,1,13978261400711
东方证券,国信证券,1397826,3532908,1,13978263532908
东方证券,国金证券,1397826,1399534,1,13978261399534
东方证券,天星资本,1397826,3210166,1,13978263210166
东方证券,天风证券,1397826,1192027,1,13978261192027
东方证券,广发证券,1397826,3234855,2,13978263234855
东方证券,广州证券,1397826,3107947,1,13978263107947
东方证券,建设银行,1397826,1395357,1,13978261395357
东方证券,海通开元,1397826,1397861,1,13978261397861
东方证券,申万宏源证券,1397826,3536658,1,13978263536658
东方证券,盛世景,1397826,3536668,1,13978263536668
东方证券,西部资本,1397826,3536758,1,13978263536758
东方证券,金浦投资,1397826,3536501,1,13978263536501
东方证券,长江证券,1397826,1163093,3,13978261163093
东湖创投,东湖创投,1395555,1395555,63,13955551395555
东湖创投,中关村兴业投资,1395555,1394607,1,13955551394607
东湖创投,中汇金,1395555,1398044,1,13955551398044
东湖创投,信中利资本,1395555,1393550,1,13955551393550
东湖创投,光谷人才基金,1395555,1395657,1,13955551395657
东湖创投,六禾创投,1395555,1399466,2,13955551399466
东湖创投,天津长城基金,1395555,3019685,1,13955553019685
东湖创投,天风天睿,1395555,1398062,2,13955551398062
中信产业基金,IDG资本,1396532,1393211,1,13965321393211
中信产业基金,中信产业基金,1396532,1396532,35,13965321396532
中信产业基金,中金公司,1396532,1393854,2,13965321393854
中信产业基金,九鼎投资,1396532,3292610,1,13965323292610
中信产业基金,君联资本,1396532,1166539,1,13965321166539
中信产业基金,国资管理中心,1396532,3011820,1,13965323011820
中信产业基金,联创永宣,1396532,1394692,1,13965321394692
中信产业基金,金石投资,1396532,1395917,1,13965321395917
中信产业基金,高瓴资本,1396532,1393343,1,13965321393343
中信国安集团,中信国安集团,3008927,3008927,23,30089273008927
中信国安集团,中节能集团,3008927,3008469,1,30089273008469
中信国安集团,易方达基金,3008927,1394727,1,30089271394727
中信证券,东兴证券,3107296,3107961,2,31072963107961
中信证券,东方明珠,3107296,1397860,1,31072961397860
中信证券,东方证券,3107296,1397826,1,31072961397826
中信证券,中信国安集团,3107296,3008927,1,31072963008927
中信证券,中信证券,3107296,3107296,158,31072963107296
中信证券,中原证券,3107296,3107535,1,31072963107535
中信证券,中国人寿,3107296,1397109,3,31072961397109
中信证券,中国华融,3107296,3219104,1,31072963219104
中信证券,中科招商,3107296,1393577,1,31072961393577
中信证券,中节能集团,3107296,3008469,1,31072963008469
中信证券,中融鼎新,3107296,1403383,1,31072961403383
中信证券,中金公司,3107296,1393854,2,31072961393854
中信证券,兴业证券,3107296,3230293,1,31072963230293
中信证券,农银国际,3107296,1403770,1,31072961403770
中信证券,华泰证券,3107296,1397168,3,31072961397168
中信证券,华闻传媒,3107296,1394204,1,31072961394204
中信证券,国信证券,3107296,3532908,3,31072963532908
中信证券,国泰君安,3107296,3118463,1,31072963118463
中信证券,复星医药,3107296,1135856,1,31072961135856
中信证券,天星资本,3107296,3210166,1,31072963210166
中信证券,天风证券,3107296,1192027,1,31072961192027
中信证券,广发信德,3107296,1394008,1,31072961394008
中信证券,广州证券,3107296,3107947,1,31072963107947
中信证券,建设银行,3107296,1395357,1,31072961395357
中信证券,招商证券,3107296,1400569,1,31072961400569
