investor_id,investor_name,investor_url,occurrences
1403770,农银国际,https://data.cyzone.cn/capital/1403770.html,84
1402910,力合创投,https://data.cyzone.cn/capital/1402910.html,83
3011593,国开发展基金,https://data.cyzone.cn/capital/3011593.html,82
1399262,中国风险投资,https://data.cyzone.cn/capital/1399262.html,82
1395741,湖北高投,https://data.cyzone.cn/capital/1395741.html,81
1393240,戈壁创投,https://data.cyzone.cn/capital/1393240.html,81
1408382,阿米巴资本,https://data.cyzone.cn/capital/1408382.html,80
3230293,兴业证券,https://data.cyzone.cn/capital/3230293.html,80
1394549,丰厚资本,https://data.cyzone.cn/capital/1394549.html,80
1395555,东湖创投,https://data.cyzone.cn/capital/1395555.html,79
1393248,蓝驰创投,https://data.cyzone.cn/capital/1393248.html,78
1403403,坚果资本,https://data.cyzone.cn/capital/1403403.html,77
3536109,粤科金融,https://data.cyzone.cn/capital/3536109.html,77
1394537,银杏谷资本,https://data.cyzone.cn/capital/1394537.html,77
1393347,源码资本,https://data.cyzone.cn/capital/1393347.html,76
3024195,元禾控股,https://data.cyzone.cn/capital/3024195.html,75
1401284,国中创投,https://data.cyzone.cn/capital/1401284.html,75
1393538,百度投资并购部,https://data.cyzone.cn/capital/1393538.html,75
1393231,招商局资本,https://data.cyzone.cn/capital/1393231.html,75
1151722,好未来战略投资部,https://data.cyzone.cn/capital/1151722.html,74
3536658,申万宏源证券,https://data.cyzone.cn/capital/3536658.html,73
1393421,PreAngel,https://data.cyzone.cn/capital/1393421.html,73
1393305,CBC宽带资本,https://data.cyzone.cn/capital/1393305.html,71
1395616,勤桦投资,https://data.cyzone.cn/capital/1395616.html,71
1393296,天堂硅谷,https://data.cyzone.cn/capital/1393296.html,71
1395273,凯泰资本,https://data.cyzone.cn/capital/1395273.html,69
3536410,华睿投资,https://data.cyzone.cn/capital/3536410.html,69
3536333,国金投资,https://data.cyzone.cn/capital/3536333.html,68
1393448,老鹰基金,https://data.cyzone.cn/capital/1393448.html,68
1395491,西科天使基金,https://data.cyzone.cn/capital/1395491.html,68
1394555,景林投资,https://data.cyzone.cn/capital/1394555.html,67
1398062,天风天睿,https://data.cyzone.cn/capital/1398062.html,67
1395215,清控银杏,https://data.cyzone.cn/capital/1395215.html,67
1395395,娱乐工场,https://data.cyzone.cn/capital/1395395.html,66
3011820,国资管理中心,https://data.cyzone.cn/capital/3011820.html,66
1564736,科大讯飞,https://data.cyzone.cn/capital/1564736.html,66
1403914,合肥高投,https://data.cyzone.cn/capital/1403914.html,66
3536501,金浦投资,https://data.cyzone.cn/capital/3536501.html,65
1395544,国投集团,https://data.cyzone.cn/capital/1395544.html,65
1395325,联想创投,https://data.cyzone.cn/capital/1395325.html,63
1393235,DCM中国,https://data.cyzone.cn/capital/1393235.html,63
3023968,银河证券,https://data.cyzone.cn/capital/3023968.html,63
3536672,时代伯乐,https://data.cyzone.cn/capital/3536672.html,62
1393269,策源创投,https://data.cyzone.cn/capital/1393269.html,61
1401878,苏州高新创投,https://data.cyzone.cn/capital/1401878.html,61
1393986,泽厚资本,https://data.cyzone.cn/capital/1393986.html,61
1510218,盈动资本,https://data.cyzone.cn/capital/1510218.html,61
1394781,元禾原点,https://data.cyzone.cn/capital/1394781.html,61
1396059,华平投资,https://data.cyzone.cn/capital/1396059.html,61
3262829,中欧基金,https://data.cyzone.cn/capital/3262829.html,60
1393643,复星锐正资本,https://data.cyzone.cn/capital/1393643.html,60
3536155,中关村发展集团,https://data.cyzone.cn/capital/3536155.html,59
1393449,明势资本,https://data.cyzone.cn/capital/1393449.html,59
1395808,如山资本,https://data.cyzone.cn/capital/1395808.html,59
1393242,光速中国,https://data.cyzone.cn/capital/1393242.html,59
1166501,盛大集团,https://data.cyzone.cn/capital/1166501.html,58
3532908,国信证券,https://data.cyzone.cn/capital/3532908.html,57
3020011,头头是道投资基金,https://data.cyzone.cn/capital/3020011.html,57
3007147,远致投资,https://data.cyzone.cn/capital/3007147.html,57
1183485,红星美凯龙,https://data.cyzone.cn/capital/1183485.html,57
1401406,国科投资,https://data.cyzone.cn/capital/1401406.html,56
3019771,天使投资人薛蛮子,https://data.cyzone.cn/capital/3019771.html,56
1393338,高特佳,https://data.cyzone.cn/capital/1393338.html,56
1407908,新进创投,https://data.cyzone.cn/capital/1407908.html,55
1398231,盛景嘉成,https://data.cyzone.cn/capital/1398231.html,55
1393477,云锋基金,https://data.cyzone.cn/capital/1393477.html,55
1394843,集素资本,https://data.cyzone.cn/capital/1394843.html,54
1393474,常春藤资本,https://data.cyzone.cn/capital/1393474.html,54
1393531,达泰资本,https://data.cyzone.cn/capital/1393531.html,54
1397914,广州基金,https://data.cyzone.cn/capital/1397914.html,54
3005529,海尔资本,https://data.cyzone.cn/capital/3005529.html,53
3536857,隆领投资,https://data.cyzone.cn/capital/3536857.html,53
3010815,复星集团,https://data.cyzone.cn/capital/3010815.html,53
3600114,清科创投,https://data.cyzone.cn/capital/3600114.html,52
3247180,中国信达,https://data.cyzone.cn/capital/3247180.html,52
1401101,成都高投,https://data.cyzone.cn/capital/1401101.html,51
1396532,中信产业基金,https://data.cyzone.cn/capital/1396532.html,51
1188369,中国长城资产,https://data.cyzone.cn/capital/1188369.html,51
3306382,长安信托,https://data.cyzone.cn/capital/3306382.html,51
1403316,合肥创投,https://data.cyzone.cn/capital/1403316.html,51
1394063,暾澜投资,https://data.cyzone.cn/capital/1394063.html,50
3277379,鲁信创投,https://data.cyzone.cn/capital/3277379.html,50
3019567,泰有基金,https://data.cyzone.cn/capital/3019567.html,50
1393345,线性资本,https://data.cyzone.cn/capital/1393345.html,50
1393442,成为资本,https://data.cyzone.cn/capital/1393442.html,49
1394683,元璟资本,https://data.cyzone.cn/capital/1394683.html,49
1403212,浙数文化,https://data.cyzone.cn/capital/1403212.html,49
1393691,五岳资本,https://data.cyzone.cn/capital/1393691.html,49
1171101,蓝色光标,https://data.cyzone.cn/capital/1171101.html,49
1395890,贝塔斯曼亚洲投资基金,https://data.cyzone.cn/capital/1395890.html,48
1397158,中兴创投,https://data.cyzone.cn/capital/1397158.html,48
1394951,华耀资本,https://data.cyzone.cn/capital/1394951.html,48
1394153,国科嘉和,https://data.cyzone.cn/capital/1394153.html,48
3536499,金茂投资,https://data.cyzone.cn/capital/3536499.html,48
1394565,极客帮创投,https://data.cyzone.cn/capital/1394565.html,48
1395269,高新创投,https://data.cyzone.cn/capital/1395269.html,48
1393833,易一天使,https://data.cyzone.cn/capital/1393833.html,47
1194818,哔哩哔哩,https://data.cyzone.cn/capital/1194818.html,47
1399619,鼎锋资产,https://data.cyzone.cn/capital/1399619.html,47
3021676,星辉互动娱乐,https://data.cyzone.cn/capital/3021676.html,46
1137979,字节跳动,https://data.cyzone.cn/capital/1137979.html,46
1395472,微影资本,https://data.cyzone.cn/capital/1395472.html,46
3234855,广发证券,https://data.cyzone.cn/capital/3234855.html,46
1399418,光大控股,https://data.cyzone.cn/capital/1399418.html,46
1394590,光线传媒,https://data.cyzone.cn/capital/1394590.html,46
1400322,国发创投,https://data.cyzone.cn/capital/1400322.html,45
1394562,泰岳梧桐资本,https://data.cyzone.cn/capital/1394562.html,45
1498811,吉林科技投资基金,https://data.cyzone.cn/capital/1498811.html,45
1394587,紫辉创投,https://data.cyzone.cn/capital/1394587.html,45
1135856,复星医药,https://data.cyzone.cn/capital/1135856.html,45
1402325,深圳高新投,https://data.cyzone.cn/capital/1402325.html,44
1393523,信天创投,https://data.cyzone.cn/capital/1393523.html,44
1393430,心元资本,https://data.cyzone.cn/capital/1393430.html,44
1394674,帮实资本,https://data.cyzone.cn/capital/1394674.html,44
1393724,磐谷创投,https://data.cyzone.cn/capital/1393724.html,44
1395671,凯风创投,https://data.cyzone.cn/capital/1395671.html,43
1396642,唯猎资本,https://data.cyzone.cn/capital/1396642.html,43
1393683,春晓资本（停止运营）,https://data.cyzone.cn/capital/1393683.html,43
1395624,弘道资本,https://data.cyzone.cn/capital/1395624.html,43
3019687,天九投资,https://data.cyzone.cn/capital/3019687.html,43
1393792,安芙兰资本,https://data.cyzone.cn/capital/1393792.html,43
1394836,聚秀资本,https://data.cyzone.cn/capital/1394836.html,43
1394617,蓝象资本,https://data.cyzone.cn/capital/1394617.html,43
1398704,盈科资本,https://data.cyzone.cn/capital/1398704.html,43
1400569,招商证券,https://data.cyzone.cn/capital/1400569.html,42
1393228,英特尔资本,https://data.cyzone.cn/capital/1393228.html,41
1393469,上海创丰创业投资管理有限公司,https://data.cyzone.cn/capital/1393469.html,41
1401030,伽利略资本,https://data.cyzone.cn/capital/1401030.html,41
1401488,TCL创投,https://data.cyzone.cn/capital/1401488.html,41
3536668,盛世景,https://data.cyzone.cn/capital/3536668.html,41
1180965,中泰证券,https://data.cyzone.cn/capital/1180965.html,40
1398118,中航信托,https://data.cyzone.cn/capital/1398118.html,39
1393486,熊猫资本,https://data.cyzone.cn/capital/1393486.html,39
1404731,招银国际资本,https://data.cyzone.cn/capital/1404731.html,39
1395283,银江智慧产业基金,https://data.cyzone.cn/capital/1395283.html,39
1393554,亚商资本,https://data.cyzone.cn/capital/1393554.html,39
1403059,硅谷天堂,https://data.cyzone.cn/capital/1403059.html,39
3235252,东北证券,https://data.cyzone.cn/capital/3235252.html,39
1564713,携程,https://data.cyzone.cn/capital/1564713.html,38
1401620,海丰至诚,https://data.cyzone.cn/capital/1401620.html,38
1393495,赛马资本,https://data.cyzone.cn/capital/1393495.html,38
3014888,金沙江联合资本,https://data.cyzone.cn/capital/3014888.html,38
1393660,力鼎投资,https://data.cyzone.cn/capital/1393660.html,38
1393326,祥峰投资,https://data.cyzone.cn/capital/1393326.html,38
3005682,58同城,https://data.cyzone.cn/capital/3005682.html,38
1395704,前海母基金,https://data.cyzone.cn/capital/1395704.html,38
1393297,优势资本,https://data.cyzone.cn/capital/1393297.html,38
1393545,国富源投资,https://data.cyzone.cn/capital/1393545.html,38
1399818,清研资本,https://data.cyzone.cn/capital/1399818.html,38
1400711,国信弘盛,https://data.cyzone.cn/capital/1400711.html,37
1131889,紫光集团,https://data.cyzone.cn/capital/1131889.html,37
1394681,道生投资,https://data.cyzone.cn/capital/1394681.html,37
1393524,小村资本,https://data.cyzone.cn/capital/1393524.html,37
3006424,奥飞娱乐,https://data.cyzone.cn/capital/3006424.html,37
3008187,中国宝武,https://data.cyzone.cn/capital/3008187.html,37
3010876,富坤创投,https://data.cyzone.cn/capital/3010876.html,37
1192027,天风证券,https://data.cyzone.cn/capital/1192027.html,37
1395552,浩方创投,https://data.cyzone.cn/capital/1395552.html,36
1396488,君盛投资,https://data.cyzone.cn/capital/1396488.html,36
1399155,劲邦资本,https://data.cyzone.cn/capital/1399155.html,36
1402050,华兴创投,https://data.cyzone.cn/capital/1402050.html,36
1393543,纽信创投,https://data.cyzone.cn/capital/1393543.html,36
1393561,华瓯创投,https://data.cyzone.cn/capital/1393561.html,36
3240091,中信资本,https://data.cyzone.cn/capital/3240091.html,36
1394897,海航资本,https://data.cyzone.cn/capital/1394897.html,36
3262210,达安创谷,https://data.cyzone.cn/capital/3262210.html,36
3536166,中国航天科工,https://data.cyzone.cn/capital/3536166.html,36
1393509,长江国弘投资,https://data.cyzone.cn/capital/1393509.html,36
1394848,星火金融,https://data.cyzone.cn/capital/1394848.html,36
1136387,天使汇,https://data.cyzone.cn/capital/1136387.html,35
1393513,黑马基金,https://data.cyzone.cn/capital/1393513.html,35
3235719,光大银行,https://data.cyzone.cn/capital/3235719.html,35
3536489,今日资本,https://data.cyzone.cn/capital/3536489.html,35
1393800,湖畔山南资本,https://data.cyzone.cn/capital/1393800.html,35
1395547,领汇投资,https://data.cyzone.cn/capital/1395547.html,35
3020910,孝昌水木投资,https://data.cyzone.cn/capital/3020910.html,35
3006160,凯鹏华盈,https://data.cyzone.cn/capital/3006160.html,35
1395666,上海联和投资,https://data.cyzone.cn/capital/1395666.html,35
1394640,创势资本,https://data.cyzone.cn/capital/1394640.html,35
1394896,点亮资本,https://data.cyzone.cn/capital/1394896.html,35
1393351,清流资本,https://data.cyzone.cn/capital/1393351.html,35
1402013,科发资本,https://data.cyzone.cn/capital/1402013.html,35
1394861,张江火炬创投,https://data.cyzone.cn/capital/1394861.html,34
1395276,火山石资本,https://data.cyzone.cn/capital/1395276.html,34
3107947,广州证券,https://data.cyzone.cn/capital/3107947.html,34
1403371,广发乾和,https://data.cyzone.cn/capital/1403371.html,34
1393491,众海投资,https://data.cyzone.cn/capital/1393491.html,34
1395731,源星资本,https://data.cyzone.cn/capital/1395731.html,34
1410156,建银国际,https://data.cyzone.cn/capital/1410156.html,34
1394536,中兴合创,https://data.cyzone.cn/capital/1394536.html,34
1400444,十维资本,https://data.cyzone.cn/capital/1400444.html,34
1393549,原子创投,https://data.cyzone.cn/capital/1393549.html,34
1394826,天创资本,https://data.cyzone.cn/capital/1394826.html,34
3007642,浙科投资,https://data.cyzone.cn/capital/3007642.html,34
1399798,寒武创投,https://data.cyzone.cn/capital/1399798.html,34
1395974,清控科创控股,https://data.cyzone.cn/capital/1395974.html,33
3107535,中原证券,https://data.cyzone.cn/capital/3107535.html,33
1163093,长江证券,https://data.cyzone.cn/capital/1163093.html,33
3219104,中国华融,https://data.cyzone.cn/capital/3219104.html,33
1401872,招商启航资本,https://data.cyzone.cn/capital/1401872.html,33
1393433,龙翌资本,https://data.cyzone.cn/capital/1393433.html,33
1397145,磐石资本,https://data.cyzone.cn/capital/1397145.html,33
1398044,中汇金,https://data.cyzone.cn/capital/1398044.html,33
1403383,中融鼎新,https://data.cyzone.cn/capital/1403383.html,33
1393846,弘晖资本,https://data.cyzone.cn/capital/1393846.html,33
1398826,浙江金控资本,https://data.cyzone.cn/capital/1398826.html,33
1136909,昆仑万维,https://data.cyzone.cn/capital/1136909.html,33
1394842,安赐资产管理有限公司,https://data.cyzone.cn/capital/1394842.html,33
1160572,乐视音乐,https://data.cyzone.cn/capital/1160572.html,33
1185961,游族网络,https://data.cyzone.cn/capital/1185961.html,33
1405093,建信资本,https://data.cyzone.cn/capital/1405093.html,32
1399600,常州高新投,https://data.cyzone.cn/capital/1399600.html,32
1409175,辰海资本,https://data.cyzone.cn/capital/1409175.html,32
1393471,光信资本,https://data.cyzone.cn/capital/1393471.html,32
1408577,中海投资,https://data.cyzone.cn/capital/1408577.html,32
1399126,合一资本,https://data.cyzone.cn/capital/1399126.html,32
1399942,朗科投资,https://data.cyzone.cn/capital/1399942.html,32
3006448,百度风投,https://data.cyzone.cn/capital/3006448.html,32
1160314,优客工场,https://data.cyzone.cn/capital/1160314.html,32
1404838,安徽省高新投,https://data.cyzone.cn/capital/1404838.html,32
1395730,挑战者资本,https://data.cyzone.cn/capital/1395730.html,32
1395575,泰达科投,https://data.cyzone.cn/capital/1395575.html,32
3019756,天神娱乐,https://data.cyzone.cn/capital/3019756.html,32
3536758,西部资本,https://data.cyzone.cn/capital/3536758.html,32
1394619,零一创投,https://data.cyzone.cn/capital/1394619.html,32
1395928,东方汇富,https://data.cyzone.cn/capital/1395928.html,32
1394508,杭州好望角投资管理有限公司,https://data.cyzone.cn/capital/1394508.html,32
1393736,正轩投资,https://data.cyzone.cn/capital/1393736.html,32
3019767,天使投资人王刚,https://data.cyzone.cn/capital/3019767.html,32
3016490,龙城英才创业投资引导基金,https://data.cyzone.cn/capital/3016490.html,31
1401835,易津资本,https://data.cyzone.cn/capital/1401835.html,31
1393357,云启资本,https://data.cyzone.cn/capital/1393357.html,31
1394797,水木资本,https://data.cyzone.cn/capital/1394797.html,31
1394801,浙江浙大友创投资管理有限公司,https://data.cyzone.cn/capital/1394801.html,31
1393244,红点创投,https://data.cyzone.cn/capital/1393244.html,31
1395530,翊翎资本,https://data.cyzone.cn/capital/1395530.html,31
3010488,芳晟基金,https://data.cyzone.cn/capital/3010488.html,31
1399236,温氏投资,https://data.cyzone.cn/capital/1399236.html,31
1396005,创新谷Innovalley,https://data.cyzone.cn/capital/1396005.html,31
1393645,武岳峰资本,https://data.cyzone.cn/capital/1393645.html,31
3266332,海邦投资,https://data.cyzone.cn/capital/3266332.html,31
1399548,嘉实资本,https://data.cyzone.cn/capital/1399548.html,31
3018903,上投摩根,https://data.cyzone.cn/capital/3018903.html,30
1393579,秉鸿资本,https://data.cyzone.cn/capital/1393579.html,30
1400436,招商局创投,https://data.cyzone.cn/capital/1400436.html,30
1394204,华闻传媒,https://data.cyzone.cn/capital/1394204.html,30
1395301,湖南海捷投资有限公司,https://data.cyzone.cn/capital/1395301.html,30
1393693,愉悦资本,https://data.cyzone.cn/capital/1393693.html,30
1394744,伯乐纵横投资,https://data.cyzone.cn/capital/1394744.html,30
1394530,中国文化产业投资基金,https://data.cyzone.cn/capital/1394530.html,30
1131334,爱奇艺,https://data.cyzone.cn/capital/1131334.html,30
3008288,中国农发重点建设基金,https://data.cyzone.cn/capital/3008288.html,30
1398761,中民投,https://data.cyzone.cn/capital/1398761.html,30
1402306,壹诺创投,https://data.cyzone.cn/capital/1402306.html,30
1151324,创客总部,https://data.cyzone.cn/capital/1151324.html,30
1393506,海汇投资,https://data.cyzone.cn/capital/1393506.html,30
1395515,盈信资本,https://data.cyzone.cn/capital/1395515.html,30
1402053,嘉道谷投资,https://data.cyzone.cn/capital/1402053.html,30
1404031,海南控股,https://data.cyzone.cn/capital/1404031.html,30
1402873,国药资本,https://data.cyzone.cn/capital/1402873.html,30
1397231,网易资本,https://data.cyzone.cn/capital/1397231.html,29
1393336,海达投资,https://data.cyzone.cn/capital/1393336.html,29
3008223,中国国新,https://data.cyzone.cn/capital/3008223.html,29
1159377,联想控股,https://data.cyzone.cn/capital/1159377.html,29
1395573,知卓资本,https://data.cyzone.cn/capital/1395573.html,29
1397958,澎湃资本,https://data.cyzone.cn/capital/1397958.html,29
1394680,上海乐奕创业投资中心(有限合伙),https://data.cyzone.cn/capital/1394680.html,29
3275476,华软资本,https://data.cyzone.cn/capital/3275476.html,29
1393646,协立投资,https://data.cyzone.cn/capital/1393646.html,29
3142670,和盟创投,https://data.cyzone.cn/capital/3142670.html,29
1399552,北汽产投,https://data.cyzone.cn/capital/1399552.html,29
1395763,融玺创投,https://data.cyzone.cn/capital/1395763.html,29
3536341,国投创新,https://data.cyzone.cn/capital/3536341.html,29
1394978,汉富控股,https://data.cyzone.cn/capital/1394978.html,28
1395144,顺融资本,https://data.cyzone.cn/capital/1395144.html,28
1154902,华策影视,https://data.cyzone.cn/capital/1154902.html,28
3536779,新希望集团,https://data.cyzone.cn/capital/3536779.html,28
1131713,美团点评,https://data.cyzone.cn/capital/1131713.html,28
1394540,真顺基金,https://data.cyzone.cn/capital/1394540.html,28
1393432,集结号资本,https://data.cyzone.cn/capital/1393432.html,28
3235987,中国交建,https://data.cyzone.cn/capital/3235987.html,28
3233582,顺丰控股,https://data.cyzone.cn/capital/3233582.html,28
1394664,礼来亚洲基金,https://data.cyzone.cn/capital/1394664.html,28
1401709,天亿投资,https://data.cyzone.cn/capital/1401709.html,28
1393610,星瀚资本,https://data.cyzone.cn/capital/1393610.html,28
1394833,青锐创投,https://data.cyzone.cn/capital/1394833.html,28
1395446,博将资本,https://data.cyzone.cn/capital/1395446.html,28
1394514,汉能投资,https://data.cyzone.cn/capital/1394514.html,28
3536381,弘毅投资,https://data.cyzone.cn/capital/3536381.html,28
3102619,中科创客学院,https://data.cyzone.cn/capital/3102619.html,27
3236662,光大证券,https://data.cyzone.cn/capital/3236662.html,27
1399134,邦明资本,https://data.cyzone.cn/capital/1399134.html,27
1137725,天天投,https://data.cyzone.cn/capital/1137725.html,27
3222643,启迪控股,https://data.cyzone.cn/capital/3222643.html,27
1393505,陶石资本,https://data.cyzone.cn/capital/1393505.html,27
1394679,暴龙投资,https://data.cyzone.cn/capital/1394679.html,27
1394575,之初创投,https://data.cyzone.cn/capital/1394575.html,27
1409337,凯辉基金,https://data.cyzone.cn/capital/1409337.html,27
1394520,北软天使基金,https://data.cyzone.cn/capital/1394520.html,27
3536625,青山资本,https://data.cyzone.cn/capital/3536625.html,27
1402223,联新资本,https://data.cyzone.cn/capital/1402223.html,27
1393642,君润资本,https://data.cyzone.cn/capital/1393642.html,27
1394183,合鲸资本,https://data.cyzone.cn/capital/1394183.html,27
3006521,抱团创投,https://data.cyzone.cn/capital/3006521.html,27
1403262,长策投资,https://data.cyzone.cn/capital/1403262.html,26
3222750,协同创新,https://data.cyzone.cn/capital/3222750.html,26
1395419,尚势资本,https://data.cyzone.cn/capital/1395419.html,26
1406817,聚源资本,https://data.cyzone.cn/capital/1406817.html,26
3017450,普思资本,https://data.cyzone.cn/capital/3017450.html,26
3008927,中信国安集团,https://data.cyzone.cn/capital/3008927.html,26
1395394,荷多资本,https://data.cyzone.cn/capital/1395394.html,26
3008725,中融国际信托,https://data.cyzone.cn/capital/3008725.html,26
1397108,全国社保基金,https://data.cyzone.cn/capital/1397108.html,26
1393583,国泰创投,https://data.cyzone.cn/capital/1393583.html,26
1393518,博派资本,https://data.cyzone.cn/capital/1393518.html,26
1399389,中金资本,https://data.cyzone.cn/capital/1399389.html,26
1399544,正海资本,https://data.cyzone.cn/capital/1399544.html,26
1395314,辰德资本,https://data.cyzone.cn/capital/1395314.html,26
3007382,张家港金茂创投,https://data.cyzone.cn/capital/3007382.html,26
1395365,国家集成电路产业投资基金,https://data.cyzone.cn/capital/1395365.html,26
1395554,中钰资本,https://data.cyzone.cn/capital/1395554.html,26
1408696,京育基金,https://data.cyzone.cn/capital/1408696.html,26
1400947,科力投资,https://data.cyzone.cn/capital/1400947.html,26
1394625,紫牛基金,https://data.cyzone.cn/capital/1394625.html,25
1403994,马力创投,https://data.cyzone.cn/capital/1403994.html,25
1394829,汇财私人资本,https://data.cyzone.cn/capital/1394829.html,25
1403533,同方厚持,https://data.cyzone.cn/capital/1403533.html,25
1394816,元生创投,https://data.cyzone.cn/capital/1394816.html,25
1561035,中国石油化工,https://data.cyzone.cn/capital/1561035.html,25
1508357,千骥资本,https://data.cyzone.cn/capital/1508357.html,25
3536408,华软投资,https://data.cyzone.cn/capital/3536408.html,25
1395947,清华控股有限公司,https://data.cyzone.cn/capital/1395947.html,25
3012667,恒健投资,https://data.cyzone.cn/capital/3012667.html,25
1393487,浅石创投,https://data.cyzone.cn/capital/1393487.html,25
